ParticipantID,ParticipantSex,ParticipantAge,MMS1,MMS2,MMS3,MMS4,MMS5rc,MMS6rc,MMS7,MMS8,MMS9rc,MMS10,MMS11,MMS12,MMS13,MMS14rc,MMS15rc,MMS16,MMS17,MMS18,MMS19,MMS20,MMS21,MMS22,MMS23,MMS24,MMS25rc,MMS26,MMS27rc,MMS28,MMS29,MMS30,MMS31,MMS32,MMS33,MMS34rc,MMS35,MMS36,MMS37,MMS38,MMS39,MMS40rc,MMS41,MMS42,MMS43,MMS44,MMS45,MMS46,MMS47,MMS48,MMS49,MMS50,MMS51,MMS52,MMS53,MMS54,MMS55,MMS56rc,MMS57rc,MMS58,MMS59,MMS60,MMS61,MMS62,MMS63,MMS64,MMS65,MMS66,MMS67,MMS68rc,MMS69,MMS70rc,MMS71,MMS72,MMS73,MMS74,MMS75rc,MMS76,MMS77,MMS78,MMS79
66,2,31,2,3,7,5,1,2,6,2,5,3,5,3,5,2,1,5,5,2,6,3,2,6,1,6,3,6,2,2,2,5,3,5,7,1,1,2,5,2,6,2,5,6,1,1,2,6,5,5,2,3,5,2,7,5,4,3,1,4,5,6,5,5,2,5,1,2,5,3,5,3,3,3,5,2,2,3,5,5,1
67,2,33,5,3,7,6,1,4,4,1,6,2,6,4,7,2,3,6,1,2,6,4,1,4,2,2,4,5,4,1,5,1,1,2,6,3,1,4,6,3,1,6,4,6,1,3,3,1,6,1,2,1,6,5,6,2,2,2,2,2,5,5,3,1,2,2,3,1,4,4,3,3,5,5,4,2,4,3,2,4,1
68,2,50,2,1,6,2,1,3,1,1,5,2,6,2,6,2,5,6,2,2,6,4,2,5,3,1,3,4,2,1,4,1,3,2,7,2,1,2,3,3,1,4,5,5,1,3,2,2,2,2,1,1,7,2,6,1,2,1,4,2,1,4,2,1,4,1,2,2,2,3,4,4,2,2,2,2,4,2,2,2,1
69,2,31,5,2,7,3,1,4,3,1,6,2,7,2,4,3,5,4,2,2,4,5,4,5,1,1,1,5,2,2,6,1,1,1,6,5,1,1,5,1,1,4,1,7,1,1,1,1,1,1,1,1,7,1,5,1,1,2,2,4,5,5,1,1,4,2,1,1,1,4,5,7,1,5,1,4,5,5,2,4,1
70,2,45,2,2,6,4,2,6,2,2,6,2,6,2,6,2,2,4,1,1,4,2,2,2,4,1,7,4,6,1,1,1,2,2,5,6,2,2,4,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2,2,2,2,2,2,6,2,6,2,4,2,2,6,2,2,2,2
71,2,35,2,2,6,5,2,5,4,2,6,5,6,4,6,2,6,5,2,5,6,4,2,6,2,2,4,6,6,2,2,2,2,5,6,5,2,2,6,1,2,2,5,5,2,2,2,4,5,2,4,2,6,2,6,2,2,3,2,2,6,6,2,2,6,2,2,2,2,2,5,2,5,2,2,4,6,4,4,4,2
72,2,32,3,5,6,5,1,1,4,1,4,3,7,3,5,2,4,5,2,5,3,5,1,6,6,4,4,5,5,4,5,4,1,5,6,5,1,1,6,1,1,2,5,4,1,1,5,4,6,4,5,4,5,3,2,1,1,3,1,5,5,6,7,5,3,1,2,4,5,1,6,5,2,5,2,2,6,3,2,2,2
73,2,51,1,3,6,3,2,3,2,1,4,1,4,2,5,4,3,5,2,2,5,4,1,4,1,3,4,2,2,1,2,4,1,1,4,5,1,1,5,1,1,3,4,5,1,1,3,2,3,1,1,1,4,2,1,1,1,3,2,2,3,5,1,2,1,2,1,2,4,2,5,3,2,2,1,1,3,1,1,5,1
74,2,38,3,1,7,3,1,5,5,1,5,1,6,5,7,2,3,7,6,6,6,4,1,7,6,3,4,6,5,1,1,2,5,5,7,2,1,1,5,2,1,2,6,5,5,1,6,6,5,5,4,1,5,3,5,2,1,2,3,1,6,7,2,1,2,1,2,2,1,7,5,6,3,5,2,5,7,1,1,1,1
75,2,32,1,1,7,2,1,4,7,1,2,1,7,5,7,1,1,7,2,7,2,6,1,7,1,1,1,7,2,3,1,1,1,1,6,2,1,1,1,1,3,3,6,7,1,1,1,5,4,1,1,1,6,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1,6,1,1,2,1,1,4,3
76,2,33,2,6,5,4,4,4,4,4,3,3,4,4,5,2,1,4,4,4,5,4,3,4,3,4,4,4,5,1,2,1,4,4,6,1,4,4,4,4,2,4,4,2,4,4,4,4,3,3,1,1,2,4,4,4,2,1,3,4,7,5,2,4,2,2,4,4,6,4,5,2,1,5,4,3,3,1,4,6,2
77,2,33,5,1,6,6,1,1,1,1,4,1,7,2,6,1,3,7,3,3,6,2,1,5,2,2,5,5,2,1,5,2,2,5,7,3,1,3,5,2,1,4,6,3,1,2,5,5,6,1,2,2,5,6,7,2,1,3,2,1,7,6,1,1,1,1,2,1,2,2,6,3,6,5,5,5,3,2,2,5,1
78,2,45,1,1,7,2,1,3,1,1,5,3,7,4,7,7,4,7,4,2,7,5,1,3,5,4,4,5,7,1,7,5,5,1,7,4,1,4,7,4,1,7,6,5,1,1,5,5,5,4,4,3,6,3,7,5,1,3,3,1,4,7,5,5,5,4,1,6,5,2,6,4,3,1,3,6,2,5,1,5,1
79,2,23,5,4,3,3,4,3,4,4,5,5,2,2,6,3,3,6,5,4,5,6,2,5,5,5,5,3,6,1,4,5,3,3,6,3,4,4,5,6,3,1,6,5,4,6,3,6,7,2,1,1,2,3,3,6,3,6,5,4,2,2,2,3,2,2,3,2,2,7,4,5,2,2,5,2,6,1,3,2,4
80,2,28,2,2,2,2,3,2,6,5,4,3,6,6,6,6,3,5,4,3,3,4,5,5,2,2,5,6,6,2,6,3,2,4,7,4,3,3,4,4,3,5,6,6,5,5,3,3,6,6,6,6,6,3,4,5,3,5,3,4,2,2,3,2,2,3,2,2,3,5,3,5,2,2,2,3,5,3,3,2,3
81,2,34,1,1,6,4,2,2,1,1,7,1,6,3,5,4,6,5,1,1,5,1,1,5,1,1,7,5,4,1,1,1,1,1,7,7,1,1,6,4,1,4,1,5,4,4,3,4,4,5,4,4,4,1,4,1,4,5,6,1,1,1,1,1,1,1,1,1,1,7,1,7,4,3,3,4,4,3,3,4,1
82,2,29,2,1,4,4,2,4,6,1,4,1,6,2,5,4,1,5,3,2,5,4,1,4,4,1,1,5,4,1,5,2,3,2,6,2,1,1,6,2,1,5,2,4,1,2,2,2,5,2,2,2,5,2,6,5,2,2,2,2,6,5,2,2,2,2,2,2,6,2,2,2,3,5,2,2,2,6,2,2,2
83,2,26,3,2,6,5,1,2,3,1,2,2,6,2,7,3,2,4,3,2,5,5,1,4,2,2,4,5,5,2,2,2,1,4,7,2,1,1,2,2,2,3,3,4,1,2,2,2,6,2,1,1,6,5,6,3,1,2,3,1,2,5,2,2,3,2,2,2,3,2,3,4,2,3,2,2,2,2,2,4,1
84,2,31,3,3,5,6,6,3,6,2,5,3,2,4,2,3,6,5,5,3,6,5,2,5,2,6,4,2,2,2,5,5,2,6,6,2,6,2,2,4,5,5,2,4,6,3,2,5,6,2,4,3,2,3,6,6,5,5,3,5,3,4,2,5,5,7,3,4,2,3,5,5,3,5,3,2,3,6,4,2,3
85,2,45,1,1,5,5,1,7,3,1,4,1,7,1,5,3,6,7,1,1,3,3,1,5,1,1,7,5,5,1,3,1,1,1,7,7,1,1,1,1,1,4,6,4,1,1,4,3,4,1,1,1,5,5,5,1,1,3,1,1,5,5,4,1,1,1,1,1,3,3,1,3,1,5,4,4,3,1,1,4,1
86,2,33,5,3,5,3,1,3,5,1,6,3,7,3,6,2,3,2,2,5,6,5,1,7,2,2,4,6,5,2,2,2,1,5,6,5,1,2,7,2,3,5,2,3,1,2,2,2,6,2,2,2,5,2,6,1,2,2,1,2,7,7,5,1,2,2,2,2,5,3,5,6,2,5,3,1,6,1,2,2,2
87,2,21,1,1,7,1,1,5,5,1,2,1,7,5,7,1,1,7,1,5,7,5,1,5,1,1,1,7,5,1,6,1,5,5,6,2,1,1,6,1,1,1,2,3,4,2,2,2,4,1,1,1,5,1,7,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1,1,1,1,1
88,2,23,5,5,5,5,3,3,5,3,3,3,5,3,5,5,2,4,4,5,6,4,3,5,3,3,4,4,3,2,2,2,2,4,5,3,2,2,4,4,4,5,5,6,2,2,2,2,2,3,3,3,4,4,4,4,4,4,2,4,4,5,3,3,3,3,2,2,5,3,3,3,3,6,6,3,5,3,3,3,3
89,2,32,6,5,7,7,1,2,6,4,3,7,5,5,7,4,2,6,3,6,5,7,4,6,2,1,5,7,5,2,4,1,4,2,5,2,2,2,6,2,1,6,2,7,4,1,6,1,6,6,4,2,7,6,6,3,3,3,3,4,7,5,2,1,1,2,5,1,5,2,5,4,6,5,6,4,2,2,1,4,1
90,2,35,2,5,3,2,5,3,4,2,2,4,2,1,3,5,3,6,4,3,2,4,3,5,3,2,5,2,3,4,3,5,5,2,7,2,5,3,2,4,5,7,4,2,4,2,5,3,2,3,5,3,3,2,4,3,6,4,6,3,2,5,5,3,6,5,3,2,1,2,4,5,5,3,6,2,3,3,2,6,5
91,2,34,6,5,7,7,1,2,1,1,7,1,7,1,7,2,2,7,1,4,5,4,4,7,1,1,1,4,1,1,1,2,1,7,7,1,1,1,7,1,1,7,7,6,1,1,1,7,7,4,1,1,6,6,5,1,1,1,1,1,5,7,1,1,1,1,1,2,7,1,5,1,7,1,1,1,1,1,1,4,1
92,2,49,2,2,6,6,1,6,2,2,2,1,7,2,7,2,3,4,2,2,4,4,1,7,6,1,4,4,2,1,1,1,1,1,4,4,1,1,4,3,1,2,4,6,1,3,3,2,3,1,1,1,6,2,5,2,1,1,1,1,4,4,2,1,2,1,2,2,2,7,5,4,5,5,4,2,3,2,1,3,1
93,2,53,4,2,5,5,2,4,5,1,4,4,6,4,6,4,3,6,4,3,5,5,1,5,4,4,4,5,5,2,4,4,2,3,7,3,3,1,6,3,4,4,6,6,2,2,4,4,5,4,3,2,6,5,5,5,2,2,3,1,4,4,2,4,3,3,2,2,4,5,3,3,5,5,2,1,4,4,2,4,3
94,2,20,5,6,6,4,1,2,5,5,5,4,1,5,5,5,2,5,1,2,4,4,5,6,7,3,4,6,1,6,3,4,1,1,6,5,6,6,2,6,4,4,6,4,4,4,5,6,6,7,5,4,3,5,7,4,3,3,2,6,5,5,4,7,7,5,5,2,5,4,6,3,4,6,3,7,4,6,6,6,5
95,2,33,2,1,6,6,2,3,2,2,3,2,6,3,6,2,2,4,3,2,6,4,1,4,2,2,4,3,4,2,2,2,2,2,5,3,2,2,6,2,2,4,2,4,2,2,2,2,5,4,2,2,6,4,6,2,2,3,2,3,5,6,2,2,2,2,2,2,3,4,5,4,6,6,3,3,3,2,2,4,2
96,2,44,4,2,6,6,4,3,4,1,5,1,4,5,7,3,3,5,3,3,5,5,2,5,3,1,5,6,2,1,3,1,2,4,7,3,1,1,6,3,1,2,5,4,4,3,5,1,5,2,2,1,5,6,6,1,1,2,1,1,4,6,1,1,1,1,1,1,5,2, ,3,5,5,1,1,3,1,1,7,1
97,2,26,2,4,6,2,2,2,5,1,2,1,5,5,5,3,2,3,2,2,1,3,1,4,1,1,7,5,3,1,1,1,1,5,3,3,1,6,6,5,6,2,5,5,6,2,1,5,2,2,5,2,4,5,5,3,5,2,1,2,6,5,6,6,3,3,1,6,5,4,5,3,1,6,5,2,2,5,2,3,1
98,2,42,4,4,5,5,5,2,3,2,3,4,4,2,6,5,3,4,3,5,5,5,1,4,1,4,5,5,2,2,3,4,5,3,6,2,1,1,6,4,2,3,2,4,2,4,3,2,5,5,1,1,4,5,5,1,2,2,1,2,1,6,2,1,1,1,1,1,6,1,2,1,2,5,1,1,1,1,1,7,1
99,2,41,3,1,7,7,1,2,5,1,4,4,7,3,7,2,3,7,2,4,4,3,1,7,7,2,4,7,6,1,5,1,4,4,7,7,1,1,6,1,1,1,2,7,2,1,5,1,6,1,1,1,7,6,7,5,3,1,7,1,6,6,1,1,7,1,1,1,1,2,5,2,5,5,5,1,6,1,1,4,1
100,2,32,3,1,5,5,1,5,3,1,4,1,4,4,5,4,3,5,4,3,4,4,1,4,5,3,4,4,3,2,3,3,1,4,5,3,1,1,6,4,2,5,4,4,1,4,3,5,5,1,4,2,5,5,5,2,2,3,3,2,4,4,4,1,3,1,2,2,2,3,2,3,5,5,2,2,3,2,2,4,2
101,2,51,1,1,7,5,1,1,1,1,1,1,7,1,7,4,1,7,1,6,3,4,1,7,1,1,4,7,7,1,6,1,1,1,3,1,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,7,7,4,1,4,1,1,1,1,6,1,1,1,1,1,5,2,1,1,7,1,7,1,1,1,1,1,1,1
102,2,30,6,5,5,5,3,3,3,3,5,3,5,3,4,4,4,4,3,3,4,4,6,4,5,4,5,3,4,4,4,4,5,4,4,4,5,3,3,4,3,4,5,5,5,4,4,4,4,4,4,4,6,4,4,5,5,4,5,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5
103,2,34,5,1,6,6,1,3,6,5,6,1,2,6,6,3,2,7,6,6,7,2,2,6,2,1,6,6,2,5,5,1,1,5,7,7,1,5,6,6,5,2,5,6,5,6,5,6,6,1,6,5,7,5,7,6,5,1,2,1,6,6,1,5,6,1,1,1,5,7,5,6,5,5,2,1,6,2,1,5,5
104,2,21,3,2,6,4,3,4,2,2,4,2,6,4,6,2,3,5,4,4,6,4,2,4,5,3,4,5,3,3,5,4,3,5,6,5,3,4,6,1,2,2,5,4,4,1,5,4,5,2,4,3,4,5,6,2,2,2,1,2,6,6,2,2,4,3,2,4,6,2,4,3,2,4,3,3,3,2,2,6,4
105,2,27,5,2,6,6,1,2,6,2,5,5,6,3,5,2,2,7,6,6,6,6,1,6,3,5,4,6,3,6,5,5,1,5,6,3,2,4,5,5,5,4,5,6,2,5,5,3,5,5,3,4,6,5,6,3,5,3,5,5,5,5,5,5,5,6,5,5,6,3,5,3,5,5,3,2,3,5,2,5,5
106,2,32,2,1,7,2,1,1,2,1,7,1,7,3,7,1,2,6,5,5,6,2,1,6,2,1,7,6,1,2,2,2,1,5,7,5,1,1,6,2,2,2,6,5,1,2,1,2,6,2,2,2,3,2,6,2,2,2,1,2,7,7,2,1,2,1,2,2,2,1,6,6,2,2,7,3,5,2,2,2,2
107,2,39,5,1,6,6,1,1,5,1,5,1,7,5,7,2,2,6,3,3,7,5,1,4,1,2,1,7,5,2,4,2,1,1,7,1,1,1,7,2,1,7,2,5,1,2,3,2,6,4,1,1,7,4,5,1,1,3,2,2,2,6,2,1,2,2,2,2,6,3,3,4,5,7,1,2,5,1,2,5,2
108,2,45,2,2,6,6,1,2,2,1,7,1,7,4,6,2,3,6,3,2,5,2,1,5,2,2,4,3,5,1,2,2,6,2,7,5,5,2,6,6,1,5,5,3,3,7,6,3,7,1,4,1,6,6,6,2,1,1,3,1,2,7,5,6,3,5,5,1,7,3,5,3,5,7,2,2,5,1,1,6,1
109,2,28,3,3,6,5,1,4,2,1,5,4,6,3,6,1,1,4,1,4,6,4,1,3,1,3,7,3,6,3,2,2,2,5,3,6,1,1,4,1,1,3,4,5,1,1,6,4,5,4,5,4,6,5,7,2,3,2,2,1,6,5,2,3,2,5,1,4,5,5,4,4,2,4,6,5,1,3,3,6,2
110,2,51,1,2,6,5,2,3,1,1,1,1,6,5,6,2,1,7,4,3,5,5,1,5,3,1,1,6,5,5,5,1,1,5,5,1,1,1,6,1,1,3,1,6,1,1,5,2,5,1,1,4,6,6,6,1,1,2,2,1,6,6,5,1,1,5,1,1,5,1,5,2,6,7,3,3,2,1,1,7,1
111,2,36,2,2,6,2,2,4,4,1,2,1,7,4,6,1,2,7,4,4,6,4,1,4,1,1,4,4,1,1,1,1,4,1,6,1,1,1,4,1,1,2,6,4,1,1,1,4,4,4,1,1,4,2,6,1,1,2,1,1,2,4,6,1,1,1,1,1,1,1,4,2,1,1,1,1,2,7,1,7,1
112,2,41,2,3,6,4,1,4,7,1,3,1,5,3,6,3,3,4,2,2,2,4,1,4,5,1,4,5,1,1,2,1,1,1,5,1,1,1,5,4,1,4,4,6,1,4,2,1,2,1,1,1,6,1,5,1,1,2,4,1,1,4,4,1,1,1,4,2,2,3,1,4,1,5,1,1,3,1,1,1,1
113,2,26,3,5,4,4,6,3,3,3,3,4,3,5,5,4,4,2,3,3,2,5,4,3,3,5,4,6,2,3,5,5,5,3,4,4,2,6,4,5,5,5,4,6,5,5,3,4,4,2,5,5,6,3,5,5,4,4,6,6,5,5,4,6,6,5,5,2,4,5,3,3,6,4,5,5,5,4,4,3,3
114,2,32,5,6,5,3,5,3,5,5,4,4,6,5,5,2,4,5,5,6,6,5,6,5,6,6,2,5,4,4,5,5,6,5,5,2,5,6,6,5,6,2,6,6,5,6,5,5,5,6,6,5,5,4,4,5,6,3,3,6,6,6,4,4,5,5,5,4,5,3,4,2,4,5,6,5,3,6,5,5,5
115,2,31,2,1,5,5,1,6,5,1,4,1,7,2,7,5,2,7,4,4,5,6,1,7,1,1,7,6,7,1,1,1,1,2,6,3,1,1,6,4,1,6,5,6,1,2,1,4,4,1,1,1,5,5,5,6,1,2,3,1,7,6,2,1,2,1,3,1,5,5,5,3,4,5,3,4,3,5,4,4,2
116,2,41,3,5,7,5,1,4,2,3,6,1,4,2,7,1,2,5,1,1,1,4,2,6,3,1,7,6,5,1,1,1,2,3,6,1,1,1,7,1,1,2,2,4,3,1,1,2,5,1,2,1,2,6,3,5,2,1,1,3,2,6,2,1,2,1,1,1,4,1,3,1,2,6,1,1,7,2,1,3,1
117,2,38,4,2,5,6,1,4,4,1,4,2,6,3,6,2,2,6,4,2,4,4,1,4,3,2,4,5,3,1,3,4,4,5,6,1,2,3,5,1,2,1,3,4,4,1,5,1,4,1,2,1,4,5,5,2,2,2,1,2,6,4,6,2,1,1,2,2,4,3,5,4,5,6,3,3,2,2,4,6,1
118,2,44,2,1,6,4,4,2,6,2,2,6,6,4,7,2,6,7,7,6,6,6,2,2,6,2,4,6,4,2,1,1,2,6,7,4,1,1,3,2,1,2,1,6,1,1,1,7,4,6,1,1,7,1,5,1,4, ,2,6,2,6,2,5,4,2,3,1,3,7,1,5,1,2,1,1,4,2,1,1,1
119,2,28,6,4,4,5,2,3,2,4,7,5,4,4,5,1,7,2,4,3,7,4,4,2,1,1,2,4,1,2,1,1,4,1,6,7,3,6,6,5,1,3,2,4,2,7,1,2,6,2,1,1,4,7,2,1,1,2,3,2,1,7,5,2,7,1,7,1,7,1,1,1,1,1,1,1,7,1,1,6,1
120,2,28,5,4,5,3,1,6,3,2,4,5,5,1,6,1,2,4,1,2,6,5,1,4,6,1,4,5,4,4,4,5,1,4,4,4,1,1,7,3,1,6,4,4,1,1,2,2,6,1,2,5,7,4,7,7,4,3,2,5,7,7,2,5,3,5,1,5,7,3,6,4,4,6,6,2,5,7,4,4,4
121,2,31,2,5,7,7,2,3,3,1,2,5,6,1,7,3,1,3,1,3,3,6,1,6,3,3,4,5,6,1,5,2,1,3,5,1,1,1,7,2,1,5,3,6,1,3,2,1,3,5,4,2,6,5,5,1,1,3,3,5,5,3,5,7,1,3,5,2,5,5,6,5,5,6,1,1,1,1,4,4,1
122,2,41,5,5,4,5,1,3,4,1,3,1,7,2,5,1,1,5,2,3,4,5,1,1,1,5,5,4,1,1,2,4,3,4,6,4,1,4,6,4,1,2,5,4,1,4,3,4,4,1,4,2,5,5,6,1,1,1,2,2,6,4,5,1,1,4,5,1,6,2,5,3,4,7,5,5,2,1,1,6,2
123,2,43,2,2,7,4,7,4,2,1,2,1,6,3,6,1,2,6,2,5,4,3,1,5,4,1,7, ,7,1,5,2,2,3,6,2,2,2,5,2,1,6,5,5,1,1,5,3,2,1,2,1,6,2,6,1,1,1,3,2,2,4,1,1,1,1,1,2,3,4,5,5,5,5,1,1,1,1,1,1,1
124,2,48,5,1,5,6,1,2,6,1,7,5,6,2,6,3,1,7,1,1,3,6,4,5,2,5,6,6,2,1,5,1,5,1,7,7,5,1,7,4,1,4,3,7,5,2,1,1,5,1,6,1,6,7,6,7,1,1,3,1,6,3,4,6,1,1,3,5,6,2,1,2,6,6,6,6,7,3,3,6,1
125,2,42,5,2,7,5,2,3,1,2,6,3,5,2,6,7,3,5,1,1,2,3,3,2,1,1,1,5,2,2,1,2,2,5,7,3,1,4,7,2,1,6,1,4,5,2,1,1,3,4,1,2,4,6,3,1,1,2,2,1,5,6,2,6,1,6,2,4,6,2,6,7,5,3,1,1,3,1,1,1,3
126,2,25,3,2,5,6,1,2,2,1,2,2,7,3,6,1,1,5,1,2,2,3,1,4,2,1,4,6,2,1,3,2,6,5,5,2,2,2,6,2,1,3,3,6,3,3,3,1,3,2,4,1,5,7,6,3,1,2,1,1,5,3,3,3,1,5,5,3,3,2,5,1,5,5,2,2,2,2,2,7,1
127,2,42,2,2,6,2,1,4,2,2,3,2,7,2,6,3,2,6,4,5,5,4,2,5,2,2,4,5,5,4,4,4,5,4,7,5,5,4,5,5,5,1,5,4,5,5,5,5,5,5,6,4,5,4,2,5,6,4,3,6,4,5,4,5,5,5,4,5,3,5,3,5,2,3,7,5,5,3,3,3,2
128,2,26,3,1,5,4,1,4,4,1,6,1,7,4,6,2,6,4,4,4,6,4,1,4,1,3,4,5,4,2,4,3,1,4,6,4,1,2,4,2,4,5,4,4,1,2,4,4,5,1,4,2,4,5,4,3,2,4,2,2,2,6,2,2,4,2,2,2,5,2,3,4,4,3,2,1,3,2,2,4,3
129,2,30,4,3,3,4,1,4,5,2,4,5,7,3,4,5,4,7,5,5,7,3,2,2,2,3,6,6,2,2,1,2,4,2,7,4,4,2,3,1,3,1,7,3,4,1,1,6,6,2,1,2,4,5,6,2,2,4,1,2,4,6,2,2,2,1,1,2,4,1,3,6,2,2,2,1,4,2,1,5,2
130,2,30,3,1,6,5,1,1,4,1,3,2,7,5,7,2,2,3,4,4,5,5,1,5,1,4,2,5,2,2,1,4,1,4,6,2,1,1,6,5,3,4,4,6,1,7,1,4,5,2,1,2,5,4,7,1,1,2,5,1,2,4,5,7,2,1,6,1,1,4,1,2,2,3,1,1,2,1,1,1,4
131,2,26,5,5,6,5,2,3,3,1,3,4,3,3,6,4,1,5,5,5,5,4,2,6,4,5,5,5,5,5,5,5,2,6,4,5,1,1,7,3,2,3,5,6,1,4,3,4,6,2,2,5,6,6,6,6,4,3,2,3,6,6,5,5,2,4,3,5,6,3,3,1,4,4,5,2,5,1,4,2,4
132,2,71,1,1,6,1,1,1,1,1,1,1,7,1,7,1,1,4,4,1,1,1,1,1,7,1,4,1,1,1,1,1,1,1,7,1,1,1,7,4,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,5,1
133,2,53,6,3,7,6,1,4,3,1,7,1,7,2,7,7,7,6,2,6,6,3,1,7,1,1,6,6,6,2,6,2,4,5,7,4,1,2,2,3,2,7,2,7,1,4,2,2,7,1,4,6,7,7,6,3,3,2,4,2,1,7,2,1,1,1,5,5,5,6,1,3,6,2,1,1,7,1,1,2,2
